Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
27411,Himachal Pradesh,Development of playfields and sports grounds,WS/MP18069/2025-2026/216980,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ,KANGRA,04-Apr-26,BDO Nagrota Bagwan,Payment Success,9913
27412,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18069/2025-2026/216979,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ,KANGRA,23-Apr-26,BDO Nagrota Bagwan,Payment Success,100000
27413,Himachal Pradesh,Development of playfields and sports grounds,WS/MP18069/2025-2026/216980,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ,KANGRA,20-Sep-25,BDO Nagrota Bagwan,Payment Success,100000
27414,Gujarat,Construction of culverts and bridges,WS/MP18276/2026-2027/280710,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),03-Aug-26,Jaban Gram Panchayat,Payment Success,500000
27415,Gujarat,Construction of culverts and bridges,WS/MP18276/2025-2026/184942,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),30-Oct-25,Gandhara Gram Panchayat,Payment Success,100000
27416,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP251/2025-2026/157770,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Prof Sougata Ray,DUM DUM,29-Aug-25,PRIYA ENTERPRISE,Payment Success,331112
27417,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/188930,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,12-Sep-25,GARG BUILDERS,Payment Success,45595
27418,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/188930,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,12-Sep-25,GARG BUILDERS,Payment Success,45595
27419,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/188930,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,12-Sep-25,GARG BUILDERS,Payment Success,45595
27420,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/188930,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,12-Sep-25,GARG BUILDERS,Payment Success,45263
27421,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/188930,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,29-Aug-25,GARG BUILDERS,Payment Success,45595
27422,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/188930,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,29-Aug-25,GARG BUILDERS,Payment Success,45595
27423,Gujarat,Providing drains and gutters for public drainage,WS/MP18276/2025-2026/184940,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),15-May-26,Jotvad Gram Panchayat,Payment Success,100000
27424,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18276/2025-2026/184946,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),04-Dec-25,Kara Gram Panchayat,Payment Success,100000
27425,Uttar Pradesh,Installing tube-wells and borewells,WS/MP18380/2025-2026/219205,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,15-Oct-25,ANSHIKA CONSTRUCTION,Payment Success,138423
27426,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18380/2025-2026/245025,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,25-Jun-26,ANSHIKA CONSTRUCTION,Payment Success,796700
27427,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18380/2025-2026/245026,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,25-Jun-26,ANSHIKA CONSTRUCTION,Payment Success,897500
27428,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18380/2025-2026/244984,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,25-Jun-26,ANSHIKA CONSTRUCTION,Payment Success,1163545
27429,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18380/2025-2026/245028,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,28-Mar-26,ANSHIKA CONSTRUCTION,Payment Success,749400
27430,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18380/2025-2026/245023,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,28-Mar-26,ANSHIKA CONSTRUCTION,Payment Success,1390962
27431,Himachal Pradesh,Construction of footpaths and pedestrian ways,WS/MP18328/2025-2026/196720,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,24-Apr-26,Gram Panchayat Kothi,Payment Success,50000
27432,Himachal Pradesh,Construction of footpaths and pedestrian ways,WS/MP18328/2025-2026/196720,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,24-Oct-25,Gram Panchayat Kothi,Payment Success,50000
27433,Himachal Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18328/2025-2026/196727,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,28-Oct-25,kothi Gehari,Payment Success,80000
27434,Himachal Pradesh,Construction of footpaths and pedestrian ways,WS/MP18328/2025-2026/196710,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,28-Oct-25,kothi Gehari,Payment Success,80000
27435,Himachal Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18328/2025-2026/196727,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,15-Aug-26,kothi Gehari,Payment Success,20000
27436,Himachal Pradesh,Construction of footpaths and pedestrian ways,WS/MP18328/2025-2026/196710,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,15-Aug-26,kothi Gehari,Payment Success,20000
27437,Madhya Pradesh,Construction of buildings for community cultural activities,WS/MP18106/2025-2026/185614,SHEOPUR(District Collector Sheopur_IDA),SHIVMANGAL SINGH TOMAR,MORENA,16-Dec-25,SARAPANCH SACHIV GRAM PANCHAYAT KALMI KAKARDHA,Payment Success,350000
27438,Jammu And Kashmir,"Purchase of ambulances (Four, three and two wheelers)",WS/MP600/2025-2026/203045,RAMBAN(Deputy Commissioner Ramban_IDA),Jitendra Singh,UDHAMPUR,15-Sep-25,Vikram Enterprises,Payment Success,7850000
27439,Punjab,Construction of rooms and halls in school and colleges,WS/MP18158/2025-2026/192885,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),DR DHARAMVIRA GANDHI,PATIALA,18-Sep-25,Amna Jain,Payment Success,30400
27440,Himachal Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18328/2025-2026/196716,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,28-Oct-25,GP Lower Rewalsar,Payment Success,150000
27441,Himachal Pradesh,Construction of foot over bridge (FOB),WS/MP18328/2025-2026/196715,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,28-Oct-25,GP Lower Rewalsar,Payment Success,80000
27442,Himachal Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18328/2025-2026/196712,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,24-Oct-25,Gram Panchayat Natned,Payment Success,100000
27443,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2025-2026/195269,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,25-Oct-25,Gram Panchayat Rigar,Payment Success,40000
27444,Himachal Pradesh,Construction of buildings for community cultural activities,WS/MP18328/2025-2026/195268,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,25-Oct-25,Gram Panchayat Rigar,Payment Success,40000
27445,Himachal Pradesh,Construction of community centers and community halls,WS/MP18328/2025-2026/195267,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,25-Oct-25,Gram Panchayat Rigar,Payment Success,80000
27446,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2025-2026/195269,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,17-Aug-26,Gram Panchayat Rigar,Payment Success,10000
27447,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2025-2026/195274,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,17-Aug-26,Gram Panchayat Sakroha,Payment Success,20000
27448,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2025-2026/195274,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,24-Oct-25,Gram Panchayat Sakroha,Payment Success,80000
27449,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2025-2026/196717,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,28-Oct-25,Gram Panchayat Samloun,Payment Success,150000
27450,Himachal Pradesh,Construction of water tanks,WS/MP18328/2025-2026/196714,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,17-Aug-26,Gram Panchayat Troh,Payment Success,100000
27451,Himachal Pradesh,Construction of water tanks,WS/MP18328/2025-2026/196714,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,24-Oct-25,Gram Panchayat Troh,Payment Success,100000
27452,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2025-2026/202525,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,12-Sep-25,TRUSTED WALLS,Payment Success,195881
27453,Telangana,Construction of additional rooms and halls in the existing public and community building,WS/MP18393/2025-2026/169152,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,24-Sep-25,BATTU YELLAM,Payment Success,470125
27454,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18006/2024-2025/141769,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),DAGGUMALLA PRASADA RAO,CHITTOOR,15-Sep-25,K L M CONSTRUCTIONS,Payment Success,1081625
27455,West Bengal,Construction of community centers and community halls,WS/MP826/2024-2025/135534,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,15-Sep-25,BIBASH CHHETRI,Payment Success,416361
27456,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP457/2024-2025/159001,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),01-Dec-25,Nachatra Construction,Payment Success,2180366
27457,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP457/2024-2025/159001,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),12-Sep-25,Nachatra Construction,Payment Success,2806338
27458,Karnataka,Installing community drinking water plants,WS/MP18086/2025-2026/191318,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL,HASSAN,15-Sep-25,JAYANTH M J,Payment Success,375000
27459,Karnataka,Installing community drinking water plants,WS/MP18086/2025-2026/191318,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL,HASSAN,04-Nov-25,JAYANTH M J,Payment Success,120319
27460,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18276/2025-2026/184985,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),25-Sep-25,NADA GRAM PANCHAYAT,Payment Success,373774
27461,Madhya Pradesh,Construction of buildings for community cultural activities,WS/MP18100/2025-2026/186800,CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),BUNTY VIVEK SAHU,CHHINDWARA,18-Sep-25,AEROSE INFRA,Payment Success,500000
27462,Haryana,Lighting of public spaces,WS/MP18064/2025-2026/222798,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),NAVEEN JINDAL,KURUKSHETRA,12-Sep-25,Director HAREDA Panchkula,Payment Success,325000
27463,Tamil Nadu,Construction of common work sheds/ common covered sitting area,WS/MP18184/2025-2026/163646,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),THANGA TAMILSELVAN,THENI,03-Oct-25,KAMATCHI KANIYAPPAN,Payment Success,1199626
27464,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18326/2025-2026/160164,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,19-Sep-25,NAVAGAM GRAM PANCHAYAT,Payment Success,400000
27465,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP478/2024-2025/154246,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,15-Sep-25,RAWAT GOVERNMENT CONTRACTOR,Payment Success,149324
27466,Uttarakhand,Construction of footpaths and pedestrian ways,WS/MP478/2025-2026/196462,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,15-Sep-25,PRIYANKA ENTERPRISES,Payment Success,244230
27467,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,JAREENA,Payment Success,11115
27468,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,AFROJA,Payment Success,7410
27469,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,SAJIDA BANO,Payment Success,18525
27470,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,FIROJA BANO,Payment Success,18525
27471,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,MOMIN,Payment Success,55250
27472,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,RAKEEB MOH.,Payment Success,55250
27473,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,IMRAN SILAWAT,Payment Success,33150
27474,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,JAHANGIR,Payment Success,18525
27475,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,RUKHSANA,Payment Success,11115
27476,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,MOH.RAFIK SILAWAT,Payment Success,18460
27477,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18169/2025-2026/185552,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,13-Oct-25,JANNAT,Payment Success,8265
27478,Uttarakhand,Construction of footpaths and pedestrian ways,WS/MP478/2025-2026/196463,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,15-Sep-25,VINAYAK ENTERPRISES,Payment Success,245000
27479,Assam,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",WS/MP541/2025-2026/184303,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,18-Sep-25,DEWAN ENTERPRISE,Payment Success,125000
27480,Assam,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",WS/MP541/2025-2026/184303,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,10-Mar-26,DEWAN ENTERPRISE,Payment Success,99640
27481,Assam,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",WS/MP541/2025-2026/184303,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,31-Oct-25,DEWAN ENTERPRISE,Payment Success,153280
27482,Assam,Construction of rooms and halls in school and colleges,WS/MP541/2025-2026/215935,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,11-Mar-26,DEWAN ENTERPRISE,Payment Success,85710
27483,Assam,Construction of rooms and halls in school and colleges,WS/MP541/2025-2026/215935,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,07-Jul-26,DEWAN ENTERPRISE,Payment Success,117254
27484,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/197015,JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),DEEPENDER SINGH HOODA,ROHTAK,16-Jun-26,P K Traders,Payment Success,1079183
27485,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/225118,Soreng(DISTRICT COLLECTOR SORENG_IDA),Indra Hang Subba,SIKKIM,18-Oct-25,SHIV SHAKTI FURNITURE,Payment Success,3492900
27486,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/225600,Soreng(DISTRICT COLLECTOR SORENG_IDA),Indra Hang Subba,SIKKIM,18-Oct-25,SHIV SHAKTI FURNITURE,Payment Success,3180912
27487,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/225117,Soreng(DISTRICT COLLECTOR SORENG_IDA),Indra Hang Subba,SIKKIM,18-Oct-25,SHIV SHAKTI FURNITURE,Payment Success,3180912
27488,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/225599,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,17-Sep-25,SHIV SHAKTI FURNITURE,Payment Success,2500000
27489,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/225121,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,17-Sep-25,SHIV SHAKTI FURNITURE,Payment Success,2500000
27490,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/264003,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,09-Mar-26,SHIV SHAKTI FURNITURE,Payment Success,3000000
27491,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP013/2025-2026/225137,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,06-Dec-25,INDKAL,Payment Success,4999800
27492,Assam,Construction of community centers and community halls,WS/MP18029/2025-2026/162390,"SONITPUR(Deputy Commissioner Sonitpur, Tezpur)",RANJIT DUTTA,Sonitpur,27-Oct-25,Dharmendar Chaudhary,Payment Success,202400
27493,Haryana,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18064/2024-2025/155125,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),NAVEEN JINDAL,KURUKSHETRA,24-Sep-25,THE AVIGHNA COOPERATIVE LABOUR AND CONSTRUCTION,Payment Success,266777
27494,Haryana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18064/2024-2025/154937,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),NAVEEN JINDAL,KURUKSHETRA,17-Mar-26,THE AVIGHNA COOPERATIVE LABOUR AND CONSTRUCTION,Payment Success,214828
